Strategy,Trade Date,Buy Price,Sell Date,Sell Price,Return (%)
SMA Crossover Strategy,2024-05-06,181.0548858642578,2024-05-16,189.41212463378906,4.615859290202707
SMA Crossover Strategy,2024-08-19,225.64175415039062,2024-08-29,229.53746032714844,1.7265005723015776
